Date,Origin,Destination,Transport Mode,Quantity,Commodity
2021-06-20,Farm B,Silo 1,Rail,494,Wheat
2018-08-19,Farm C,Silo 1,Rail,468,Wheat
2017-04-23,Farm C,Silo 1,Truck,380,Wheat
2021-08-29,Farm A,Silo 3,Truck,243,Wheat
2017-06-11,Farm C,Silo 1,Rail,438,Wheat
2022-05-01,Farm A,Silo 2,Truck,318,Wheat
2021-07-25,Farm B,Silo 3,Rail,204,Wheat
2022-03-13,Farm A,Silo 3,Truck,482,Wheat
2020-09-27,Farm A,Silo 2,Truck,210,Wheat
2018-08-12,Farm C,Silo 3,Rail,334,Wheat
2021-11-28,Farm C,Silo 3,Rail,213,Wheat
2021-09-19,Farm A,Silo 2,Truck,252,Wheat
2017-09-24,Farm C,Silo 2,Rail,122,Wheat
2018-01-28,Farm C,Silo 2,Rail,207,Wheat
2018-11-04,Farm A,Silo 1,Truck,136,Wheat
2021-05-23,Farm A,Silo 3,Rail,69,Wheat
2021-09-26,Farm A,Silo 2,Truck,169,Wheat
2019-05-12,Farm C,Silo 1,Truck,459,Wheat
2017-04-09,Farm B,Silo 1,Truck,423,Wheat
2017-01-22,Farm A,Silo 2,Truck,93,Wheat
2018-04-08,Farm C,Silo 1,Truck,133,Wheat
2020-02-16,Farm C,Silo 3,Rail,279,Wheat
2018-01-28,Farm C,Silo 2,Rail,139,Wheat
2018-12-16,Farm B,Silo 3,Rail,125,Wheat
2022-11-20,Farm C,Silo 2,Truck,477,Wheat
2018-02-04,Farm B,Silo 2,Truck,386,Wheat
2022-03-06,Farm B,Silo 3,Rail,104,Wheat
2021-01-10,Farm B,Silo 1,Rail,454,Wheat
2022-08-14,Farm C,Silo 2,Truck,406,Wheat
2017-06-25,Farm C,Silo 2,Truck,333,Wheat
2017-09-10,Farm A,Silo 1,Truck,491,Wheat
2018-03-04,Farm C,Silo 2,Rail,262,Wheat
2019-10-13,Farm A,Silo 1,Truck,238,Wheat
2017-08-20,Farm B,Silo 3,Rail,367,Wheat
2017-03-05,Farm B,Silo 3,Rail,363,Wheat
2017-09-03,Farm A,Silo 2,Truck,348,Wheat
2022-04-10,Farm A,Silo 3,Truck,469,Wheat
2018-11-04,Farm C,Silo 1,Truck,448,Wheat
2021-01-03,Farm B,Silo 3,Truck,219,Wheat
2021-04-04,Farm C,Silo 1,Rail,372,Wheat
2019-12-29,Farm B,Silo 1,Truck,270,Wheat
2017-05-21,Farm B,Silo 3,Truck,232,Wheat
2020-09-20,Farm C,Silo 3,Truck,364,Wheat
2021-11-07,Farm A,Silo 2,Truck,368,Wheat
2019-10-06,Farm A,Silo 1,Rail,197,Wheat
2020-10-04,Farm A,Silo 3,Truck,220,Wheat
2021-09-26,Farm A,Silo 1,Rail,420,Wheat
2020-07-05,Farm C,Silo 3,Truck,448,Wheat
2019-02-10,Farm C,Silo 1,Truck,330,Wheat
2017-12-03,Farm B,Silo 1,Truck,309,Wheat
2019-08-18,Farm C,Silo 3,Rail,382,Wheat
2017-07-30,Farm C,Silo 1,Truck,488,Wheat
2017-05-28,Farm B,Silo 2,Rail,475,Wheat
2018-01-07,Farm A,Silo 3,Truck,189,Wheat
2021-10-10,Farm C,Silo 1,Truck,469,Wheat
2018-12-02,Farm A,Silo 1,Rail,414,Wheat
2021-10-31,Farm C,Silo 1,Truck,338,Wheat
2018-10-28,Farm C,Silo 2,Rail,431,Wheat
2020-02-23,Farm C,Silo 1,Rail,261,Wheat
2018-04-29,Farm C,Silo 1,Rail,245,Wheat
2020-11-15,Farm C,Silo 1,Rail,292,Wheat
2019-07-07,Farm B,Silo 3,Rail,494,Wheat
2020-02-23,Farm B,Silo 1,Truck,306,Wheat
2020-08-02,Farm C,Silo 2,Rail,348,Wheat
2019-02-24,Farm B,Silo 1,Rail,306,Wheat
2018-01-21,Farm B,Silo 1,Rail,208,Wheat
2021-07-11,Farm C,Silo 3,Rail,393,Wheat
2022-11-06,Farm A,Silo 2,Rail,205,Wheat
2022-02-20,Farm A,Silo 3,Truck,249,Wheat
2019-12-29,Farm A,Silo 1,Rail,85,Wheat
2017-06-11,Farm B,Silo 3,Truck,302,Wheat
2017-02-05,Farm C,Silo 1,Truck,375,Wheat
2019-08-25,Farm C,Silo 2,Rail,375,Wheat
2022-08-07,Farm C,Silo 2,Rail,445,Wheat
2017-05-14,Farm B,Silo 3,Rail,393,Wheat
2021-04-18,Farm C,Silo 1,Rail,268,Wheat
2019-05-05,Farm A,Silo 1,Truck,344,Wheat
2021-08-01,Farm A,Silo 2,Truck,315,Wheat
2020-01-26,Farm C,Silo 3,Truck,359,Wheat
2019-07-21,Farm B,Silo 3,Truck,454,Wheat
2020-12-20,Farm B,Silo 1,Rail,432,Wheat
2017-09-03,Farm C,Silo 1,Truck,265,Wheat
2020-01-05,Farm B,Silo 1,Rail,72,Wheat
2019-10-13,Farm B,Silo 3,Rail,330,Wheat
2019-06-09,Farm C,Silo 2,Rail,450,Wheat
2022-01-16,Farm A,Silo 1,Rail,156,Wheat
2019-06-02,Farm C,Silo 3,Rail,428,Wheat
2021-09-26,Farm B,Silo 2,Truck,71,Wheat
2022-12-04,Farm C,Silo 2,Rail,388,Wheat
2022-11-13,Farm B,Silo 1,Rail,221,Wheat
2020-08-02,Farm B,Silo 3,Rail,288,Wheat
2018-11-04,Farm B,Silo 3,Truck,305,Wheat
2017-04-02,Farm C,Silo 1,Rail,110,Wheat
2019-06-02,Farm B,Silo 1,Rail,185,Wheat
2017-12-10,Farm B,Silo 1,Rail,479,Wheat
2022-03-13,Farm C,Silo 1,Truck,411,Wheat
2021-02-14,Farm C,Silo 3,Truck,497,Wheat
2022-01-30,Farm B,Silo 3,Rail,321,Wheat
2021-04-18,Farm C,Silo 3,Rail,224,Wheat
2021-09-26,Farm B,Silo 3,Truck,318,Wheat
2017-09-10,Farm B,Silo 1,Rail,248,Wheat
2020-10-04,Farm A,Silo 1,Truck,138,Wheat
2020-09-20,Farm B,Silo 3,Truck,115,Wheat
2018-11-18,Farm B,Silo 2,Rail,399,Wheat
2020-12-27,Farm A,Silo 1,Rail,375,Wheat
2018-08-19,Farm C,Silo 3,Truck,70,Wheat
2019-09-22,Farm C,Silo 3,Truck,333,Wheat
2018-08-19,Farm A,Silo 2,Rail,164,Wheat
2019-04-07,Farm C,Silo 3,Truck,441,Wheat
2017-07-16,Farm A,Silo 1,Rail,381,Wheat
2020-01-26,Farm B,Silo 2,Truck,133,Wheat
2021-02-14,Farm A,Silo 1,Truck,203,Wheat
2018-04-01,Farm C,Silo 1,Truck,474,Wheat
2018-07-08,Farm B,Silo 1,Truck,326,Wheat
2020-03-01,Farm C,Silo 2,Truck,458,Wheat
2019-09-15,Farm A,Silo 3,Rail,438,Wheat
2017-04-30,Farm C,Silo 2,Truck,184,Wheat
2019-01-13,Farm A,Silo 1,Rail,100,Wheat
2017-09-24,Farm C,Silo 1,Rail,360,Wheat
2022-06-26,Farm A,Silo 3,Truck,123,Wheat
2018-02-18,Farm A,Silo 1,Truck,105,Wheat
2017-03-26,Farm B,Silo 1,Truck,368,Wheat
2020-03-22,Farm A,Silo 1,Rail,477,Wheat
2022-01-02,Farm C,Silo 1,Truck,451,Wheat
2019-03-17,Farm B,Silo 1,Rail,292,Wheat
2020-11-01,Farm B,Silo 2,Rail,336,Wheat
2017-02-12,Farm A,Silo 2,Rail,286,Wheat
2020-07-05,Farm A,Silo 1,Truck,496,Wheat
2020-12-20,Farm B,Silo 2,Rail,433,Wheat
2021-02-28,Farm B,Silo 1,Rail,97,Wheat
2019-03-10,Farm A,Silo 1,Truck,430,Wheat
2019-04-07,Farm A,Silo 1,Truck,118,Wheat
2022-11-13,Farm C,Silo 2,Truck,148,Wheat
2022-12-25,Farm B,Silo 1,Rail,191,Wheat
2020-05-10,Farm B,Silo 3,Rail,177,Wheat
2017-08-06,Farm B,Silo 1,Truck,228,Wheat
2018-04-29,Farm C,Silo 1,Truck,449,Wheat
2017-11-05,Farm A,Silo 3,Truck,370,Wheat
2019-12-22,Farm C,Silo 3,Truck,394,Wheat
2018-09-30,Farm A,Silo 1,Rail,443,Wheat
2020-08-02,Farm A,Silo 1,Rail,242,Wheat
2017-01-15,Farm C,Silo 1,Truck,59,Wheat
2021-08-08,Farm A,Silo 2,Rail,493,Wheat
2021-08-15,Farm C,Silo 3,Truck,288,Wheat
2019-10-27,Farm A,Silo 1,Truck,405,Wheat
2018-11-18,Farm A,Silo 1,Truck,364,Wheat
2021-07-18,Farm C,Silo 2,Rail,395,Wheat
2018-09-02,Farm A,Silo 3,Rail,361,Wheat
2022-12-11,Farm C,Silo 3,Rail,389,Wheat
2022-04-03,Farm B,Silo 2,Truck,246,Wheat
2021-06-06,Farm B,Silo 1,Rail,398,Wheat
2017-08-06,Farm A,Silo 1,Rail,188,Wheat
2021-04-25,Farm A,Silo 2,Truck,367,Wheat
2021-10-10,Farm C,Silo 1,Truck,231,Wheat
2019-06-16,Farm A,Silo 1,Truck,320,Wheat
2022-07-31,Farm A,Silo 2,Truck,88,Wheat
2021-09-26,Farm A,Silo 3,Rail,210,Wheat
2017-03-05,Farm B,Silo 3,Rail,490,Wheat
2020-12-06,Farm C,Silo 1,Truck,62,Wheat
2017-07-09,Farm C,Silo 1,Rail,271,Wheat
2019-05-05,Farm B,Silo 1,Truck,69,Wheat
2019-04-28,Farm A,Silo 1,Rail,334,Wheat
2018-10-21,Farm C,Silo 3,Rail,421,Wheat
2022-05-08,Farm A,Silo 2,Truck,408,Wheat
2022-01-30,Farm B,Silo 3,Truck,155,Wheat
2018-07-15,Farm B,Silo 2,Rail,353,Wheat
2017-10-22,Farm C,Silo 2,Truck,189,Wheat
2018-03-04,Farm C,Silo 3,Rail,315,Wheat
2021-07-18,Farm C,Silo 3,Truck,143,Wheat
2021-08-22,Farm C,Silo 2,Truck,262,Wheat
2022-07-10,Farm B,Silo 2,Rail,390,Wheat
2019-03-03,Farm B,Silo 2,Truck,233,Wheat
2018-04-01,Farm A,Silo 2,Rail,182,Wheat
2021-01-17,Farm B,Silo 3,Truck,177,Wheat
2021-06-06,Farm C,Silo 2,Truck,150,Wheat
2018-10-14,Farm A,Silo 1,Truck,159,Wheat
2020-01-05,Farm A,Silo 1,Rail,259,Wheat
2020-02-02,Farm B,Silo 2,Rail,169,Wheat
2022-08-14,Farm C,Silo 2,Truck,84,Wheat
2019-08-25,Farm B,Silo 3,Rail,335,Wheat
2018-03-18,Farm C,Silo 1,Truck,302,Wheat
2022-06-12,Farm C,Silo 1,Truck,410,Wheat
2018-05-20,Farm C,Silo 3,Truck,463,Wheat
2019-02-10,Farm B,Silo 3,Rail,497,Wheat
2019-12-08,Farm B,Silo 2,Rail,469,Wheat
2018-08-12,Farm A,Silo 2,Rail,311,Wheat
2018-04-01,Farm C,Silo 2,Truck,303,Wheat
2021-09-26,Farm C,Silo 2,Rail,317,Wheat
2022-01-09,Farm B,Silo 3,Truck,57,Wheat
2021-08-22,Farm A,Silo 3,Truck,131,Wheat
2018-11-04,Farm A,Silo 3,Rail,99,Wheat
2020-08-02,Farm B,Silo 1,Truck,157,Wheat
2019-12-29,Farm C,Silo 1,Rail,203,Wheat
2022-12-18,Farm B,Silo 1,Rail,164,Wheat
2022-05-29,Farm B,Silo 1,Rail,398,Wheat
2018-10-14,Farm B,Silo 1,Truck,361,Wheat
2021-10-10,Farm A,Silo 3,Truck,297,Wheat
2022-07-10,Farm A,Silo 3,Rail,325,Wheat
2020-07-12,Farm B,Silo 3,Truck,300,Wheat
2019-09-29,Farm B,Silo 2,Rail,274,Wheat
2017-10-22,Farm A,Silo 1,Rail,125,Wheat
2018-06-17,Farm B,Silo 2,Truck,217,Wheat
2022-02-20,Farm A,Silo 3,Rail,108,Wheat
2022-08-28,Farm B,Silo 1,Rail,126,Wheat
2021-10-24,Farm B,Silo 1,Truck,370,Wheat
2019-09-22,Farm A,Silo 3,Truck,222,Wheat
2017-06-25,Farm C,Silo 2,Rail,61,Wheat
2017-08-13,Farm B,Silo 2,Truck,168,Wheat
2019-07-14,Farm A,Silo 2,Rail,291,Wheat
2021-10-17,Farm B,Silo 1,Truck,417,Wheat
2020-08-02,Farm A,Silo 1,Rail,427,Wheat
2022-09-04,Farm C,Silo 2,Rail,263,Wheat
2017-03-05,Farm B,Silo 1,Rail,234,Wheat
2018-12-30,Farm C,Silo 3,Rail,205,Wheat
2017-04-16,Farm A,Silo 1,Truck,396,Wheat
2020-09-27,Farm B,Silo 2,Rail,147,Wheat
2022-05-08,Farm B,Silo 1,Truck,279,Wheat
2017-10-08,Farm B,Silo 3,Truck,52,Wheat
2020-06-07,Farm A,Silo 2,Truck,318,Wheat
2022-03-27,Farm B,Silo 1,Rail,416,Wheat
2022-03-06,Farm C,Silo 1,Rail,255,Wheat
2020-02-09,Farm A,Silo 2,Truck,271,Wheat
2021-01-03,Farm B,Silo 2,Truck,313,Wheat
2019-03-17,Farm B,Silo 2,Rail,163,Wheat
2020-02-23,Farm B,Silo 1,Rail,487,Wheat
2020-03-01,Farm C,Silo 1,Truck,62,Wheat
2019-05-19,Farm C,Silo 1,Rail,135,Wheat
2022-10-02,Farm B,Silo 2,Truck,223,Wheat
2019-08-18,Farm C,Silo 3,Rail,435,Wheat
2018-02-04,Farm C,Silo 1,Rail,113,Wheat
2017-09-17,Farm B,Silo 1,Rail,314,Wheat
2019-07-14,Farm A,Silo 1,Rail,56,Wheat
2020-04-26,Farm B,Silo 3,Truck,103,Wheat
2022-02-13,Farm C,Silo 2,Rail,462,Wheat
2020-10-25,Farm C,Silo 1,Rail,470,Wheat
2017-06-18,Farm A,Silo 1,Rail,236,Wheat
2021-07-04,Farm B,Silo 2,Rail,317,Wheat
2019-10-27,Farm B,Silo 2,Truck,245,Wheat
2021-08-22,Farm A,Silo 3,Rail,199,Wheat
2020-06-21,Farm C,Silo 2,Rail,160,Wheat
2017-02-12,Farm C,Silo 1,Rail,151,Wheat
2022-09-25,Farm B,Silo 2,Rail,388,Wheat
2018-02-11,Farm A,Silo 1,Rail,133,Wheat
2017-07-30,Farm C,Silo 3,Rail,376,Wheat
2022-08-07,Farm C,Silo 3,Truck,486,Wheat
2019-10-20,Farm C,Silo 1,Rail,400,Wheat
2018-11-18,Farm B,Silo 3,Truck,475,Wheat
2018-01-28,Farm A,Silo 3,Truck,201,Wheat
2017-02-26,Farm C,Silo 3,Rail,164,Wheat
2022-11-20,Farm C,Silo 1,Rail,418,Wheat
2018-08-26,Farm B,Silo 3,Truck,213,Wheat
2021-01-10,Farm B,Silo 3,Rail,175,Wheat
2017-05-07,Farm B,Silo 2,Truck,354,Wheat
2022-05-15,Farm C,Silo 2,Rail,202,Wheat
2017-11-05,Farm C,Silo 1,Truck,268,Wheat
2022-09-25,Farm A,Silo 3,Rail,346,Wheat
2021-01-10,Farm C,Silo 3,Truck,471,Wheat
2018-07-01,Farm C,Silo 2,Truck,112,Wheat
2018-09-23,Farm B,Silo 2,Rail,138,Wheat
2021-04-04,Farm C,Silo 1,Truck,145,Wheat
2018-07-15,Farm B,Silo 2,Rail,209,Wheat
2017-04-16,Farm A,Silo 2,Truck,243,Wheat
2019-07-07,Farm A,Silo 3,Truck,109,Wheat
2021-12-05,Farm B,Silo 2,Rail,283,Wheat
2020-05-31,Farm B,Silo 1,Rail,82,Wheat
2017-12-31,Farm C,Silo 3,Truck,302,Wheat
2018-08-19,Farm C,Silo 2,Rail,134,Wheat
2022-05-22,Farm A,Silo 2,Rail,281,Wheat
2021-10-31,Farm C,Silo 2,Rail,73,Wheat
2020-09-13,Farm A,Silo 3,Truck,345,Wheat
2018-06-17,Farm B,Silo 1,Truck,363,Wheat
2022-02-06,Farm C,Silo 1,Rail,168,Wheat
2019-05-12,Farm B,Silo 2,Truck,305,Wheat
2022-03-06,Farm B,Silo 2,Rail,102,Wheat
2022-11-13,Farm A,Silo 3,Truck,248,Wheat
2021-09-26,Farm B,Silo 2,Rail,441,Wheat
2020-09-06,Farm A,Silo 1,Truck,144,Wheat
2019-05-12,Farm C,Silo 3,Rail,214,Wheat
2022-08-07,Farm C,Silo 3,Truck,220,Wheat
2020-09-27,Farm A,Silo 2,Truck,241,Wheat
2019-07-28,Farm B,Silo 3,Truck,124,Wheat
2022-05-22,Farm B,Silo 3,Truck,124,Wheat
2019-03-24,Farm C,Silo 1,Rail,244,Wheat
2020-03-15,Farm B,Silo 3,Truck,386,Wheat
2020-04-05,Farm B,Silo 3,Truck,482,Wheat
2018-09-23,Farm A,Silo 3,Rail,54,Wheat
2017-06-11,Farm C,Silo 2,Rail,300,Wheat
2021-05-23,Farm B,Silo 3,Rail,441,Wheat
2017-06-25,Farm A,Silo 3,Rail,386,Wheat
2021-11-14,Farm B,Silo 2,Truck,317,Wheat
2017-10-22,Farm C,Silo 1,Truck,101,Wheat
2017-05-28,Farm C,Silo 3,Rail,419,Wheat
2022-02-13,Farm A,Silo 2,Truck,380,Wheat
2021-01-10,Farm C,Silo 1,Rail,335,Wheat
2021-09-12,Farm A,Silo 3,Truck,411,Wheat
2022-04-10,Farm A,Silo 1,Rail,241,Wheat
2017-03-26,Farm A,Silo 1,Rail,183,Wheat
2017-10-22,Farm A,Silo 1,Truck,218,Wheat
2017-05-21,Farm B,Silo 1,Truck,359,Wheat
2020-01-12,Farm C,Silo 3,Rail,259,Wheat
2019-12-01,Farm B,Silo 1,Truck,333,Wheat
2017-12-31,Farm C,Silo 1,Rail,455,Wheat
2019-01-20,Farm B,Silo 3,Rail,439,Wheat
2018-11-04,Farm A,Silo 2,Rail,176,Wheat
2019-11-17,Farm C,Silo 1,Truck,321,Wheat
2020-05-24,Farm B,Silo 3,Rail,316,Wheat
2020-02-09,Farm A,Silo 2,Rail,199,Wheat
2022-10-09,Farm A,Silo 1,Rail,402,Wheat
2018-03-11,Farm B,Silo 2,Rail,301,Wheat
2021-06-20,Farm C,Silo 2,Rail,275,Wheat
2018-07-01,Farm B,Silo 1,Rail,442,Wheat
2022-06-19,Farm A,Silo 2,Truck,143,Wheat
2017-04-16,Farm A,Silo 2,Truck,350,Wheat
2021-03-07,Farm C,Silo 3,Rail,351,Wheat
2020-12-06,Farm A,Silo 1,Rail,452,Wheat
2021-12-26,Farm A,Silo 2,Truck,433,Wheat
2019-06-02,Farm B,Silo 2,Truck,425,Wheat
2017-02-19,Farm A,Silo 2,Rail,478,Wheat
2020-08-23,Farm B,Silo 3,Truck,232,Wheat
2019-04-28,Farm A,Silo 1,Truck,208,Wheat
2017-03-26,Farm A,Silo 2,Truck,405,Wheat
2019-08-18,Farm C,Silo 3,Rail,99,Wheat
2021-11-21,Farm A,Silo 2,Rail,263,Wheat
2022-12-04,Farm A,Silo 2,Rail,336,Wheat
2017-12-24,Farm C,Silo 2,Truck,222,Wheat
2021-01-24,Farm B,Silo 2,Truck,497,Wheat
2021-12-19,Farm C,Silo 3,Rail,387,Wheat
2019-06-16,Farm B,Silo 1,Rail,217,Wheat
2020-10-11,Farm B,Silo 2,Truck,421,Wheat
2021-03-21,Farm C,Silo 2,Truck,252,Wheat
2018-07-22,Farm A,Silo 2,Rail,298,Wheat
2018-03-11,Farm C,Silo 3,Rail,342,Wheat
2018-02-11,Farm A,Silo 2,Truck,121,Wheat
2021-04-11,Farm C,Silo 1,Truck,369,Wheat
2018-11-04,Farm C,Silo 2,Truck,148,Wheat
2019-02-24,Farm A,Silo 3,Rail,100,Wheat
2020-04-19,Farm B,Silo 3,Truck,374,Wheat
2019-09-08,Farm A,Silo 2,Rail,423,Wheat
2022-09-25,Farm A,Silo 1,Rail,57,Wheat
2021-01-03,Farm B,Silo 1,Rail,93,Wheat
2017-09-03,Farm B,Silo 3,Rail,116,Wheat
2022-04-17,Farm C,Silo 2,Truck,195,Wheat
2018-11-04,Farm C,Silo 1,Truck,360,Wheat
2019-07-28,Farm C,Silo 3,Truck,232,Wheat
2019-05-19,Farm A,Silo 1,Truck,252,Wheat
2020-05-24,Farm A,Silo 3,Rail,398,Wheat
2019-09-15,Farm A,Silo 1,Rail,163,Wheat
2019-07-14,Farm C,Silo 3,Truck,185,Wheat
2021-11-14,Farm B,Silo 1,Truck,393,Wheat
2017-06-04,Farm C,Silo 3,Rail,236,Wheat
2019-05-26,Farm A,Silo 3,Rail,429,Wheat
2019-10-06,Farm B,Silo 1,Truck,189,Wheat
2020-03-08,Farm A,Silo 1,Truck,226,Wheat
2017-08-13,Farm C,Silo 1,Rail,259,Wheat
2017-05-14,Farm A,Silo 2,Truck,95,Wheat
2019-11-17,Farm A,Silo 2,Truck,376,Wheat
2020-12-13,Farm A,Silo 2,Truck,228,Wheat
2022-05-22,Farm A,Silo 1,Truck,78,Wheat
2020-06-21,Farm C,Silo 3,Rail,195,Wheat
2017-04-02,Farm C,Silo 3,Truck,468,Wheat
2021-09-19,Farm B,Silo 1,Truck,100,Wheat
2021-08-08,Farm C,Silo 1,Rail,432,Wheat
2019-06-30,Farm C,Silo 1,Truck,388,Wheat
2022-03-20,Farm B,Silo 1,Truck,379,Wheat
2022-04-10,Farm C,Silo 3,Truck,379,Wheat
2021-04-04,Farm B,Silo 2,Truck,237,Wheat
2017-06-04,Farm C,Silo 2,Truck,424,Wheat
2019-03-03,Farm B,Silo 2,Truck,462,Wheat
2018-07-01,Farm B,Silo 2,Rail,203,Wheat
2017-07-16,Farm A,Silo 1,Rail,89,Wheat
2021-07-11,Farm C,Silo 1,Rail,97,Wheat
2019-06-16,Farm C,Silo 2,Rail,323,Wheat
2021-04-25,Farm B,Silo 3,Truck,219,Wheat
2018-11-11,Farm C,Silo 2,Truck,179,Wheat
2019-08-18,Farm C,Silo 1,Truck,473,Wheat
2020-03-15,Farm A,Silo 3,Rail,461,Wheat
2017-01-08,Farm C,Silo 3,Truck,435,Wheat
2019-11-03,Farm C,Silo 1,Rail,436,Wheat
2017-04-16,Farm C,Silo 1,Truck,427,Wheat
2022-11-13,Farm C,Silo 1,Truck,100,Wheat
2019-02-24,Farm C,Silo 3,Rail,209,Wheat
2019-08-25,Farm A,Silo 2,Truck,354,Wheat
2018-05-13,Farm C,Silo 2,Truck,149,Wheat
2022-08-14,Farm C,Silo 1,Truck,53,Wheat
2020-01-19,Farm B,Silo 3,Truck,312,Wheat
2018-04-29,Farm C,Silo 1,Truck,246,Wheat
2019-07-14,Farm C,Silo 1,Truck,279,Wheat
2022-02-06,Farm A,Silo 3,Truck,193,Wheat
2022-12-11,Farm B,Silo 1,Rail,98,Wheat
2021-11-07,Farm C,Silo 2,Rail,77,Wheat
2017-02-05,Farm A,Silo 2,Truck,377,Wheat
2020-04-19,Farm A,Silo 3,Rail,256,Wheat
2017-10-01,Farm A,Silo 1,Rail,344,Wheat
2017-07-09,Farm A,Silo 2,Truck,465,Wheat
2017-07-09,Farm C,Silo 1,Truck,263,Wheat
2021-01-03,Farm A,Silo 2,Rail,177,Wheat
2020-01-05,Farm A,Silo 3,Rail,174,Wheat
2018-02-04,Farm B,Silo 3,Rail,402,Wheat
2017-08-27,Farm A,Silo 2,Rail,211,Wheat
2021-01-03,Farm A,Silo 3,Rail,81,Wheat
2020-07-19,Farm C,Silo 2,Rail,301,Wheat
2017-11-26,Farm C,Silo 2,Truck,495,Wheat
2021-09-26,Farm B,Silo 2,Truck,322,Wheat
2017-02-12,Farm B,Silo 2,Truck,223,Wheat
2018-01-28,Farm C,Silo 2,Truck,356,Wheat
2018-11-11,Farm A,Silo 2,Truck,212,Wheat
2020-11-01,Farm A,Silo 3,Rail,493,Wheat
2020-05-10,Farm B,Silo 2,Truck,415,Wheat
2022-02-06,Farm C,Silo 2,Rail,225,Wheat
2020-02-09,Farm A,Silo 3,Rail,152,Wheat
2019-10-13,Farm B,Silo 1,Truck,53,Wheat
2017-05-07,Farm C,Silo 1,Truck,319,Wheat
2021-09-05,Farm B,Silo 1,Truck,99,Wheat
2018-05-06,Farm C,Silo 2,Truck,93,Wheat
2017-03-19,Farm B,Silo 1,Truck,406,Wheat
2017-08-20,Farm C,Silo 2,Rail,88,Wheat
2022-11-20,Farm A,Silo 2,Rail,342,Wheat
2017-07-02,Farm C,Silo 2,Truck,85,Wheat
2019-02-17,Farm A,Silo 1,Rail,338,Wheat
2021-04-11,Farm A,Silo 1,Rail,86,Wheat
2020-11-15,Farm C,Silo 1,Rail,316,Wheat
2020-05-17,Farm A,Silo 3,Rail,385,Wheat
2017-06-11,Farm C,Silo 3,Rail,497,Wheat
2019-06-09,Farm A,Silo 3,Truck,393,Wheat
2018-11-18,Farm B,Silo 1,Truck,206,Wheat
2020-05-03,Farm C,Silo 1,Truck,413,Wheat
2019-01-06,Farm A,Silo 1,Rail,265,Wheat
2020-11-08,Farm A,Silo 3,Truck,220,Wheat
2018-05-13,Farm B,Silo 3,Rail,56,Wheat
2022-08-14,Farm B,Silo 3,Truck,256,Wheat
2022-05-29,Farm B,Silo 3,Truck,341,Wheat
2018-04-01,Farm A,Silo 3,Rail,289,Wheat
2021-06-27,Farm A,Silo 3,Truck,124,Wheat
2021-11-21,Farm A,Silo 2,Rail,261,Wheat
2022-10-09,Farm C,Silo 3,Truck,439,Wheat
2021-01-10,Farm A,Silo 3,Truck,91,Wheat
2020-09-06,Farm C,Silo 2,Truck,177,Wheat
2020-01-26,Farm B,Silo 3,Rail,477,Wheat
2017-08-06,Farm C,Silo 1,Rail,71,Wheat
2017-03-05,Farm C,Silo 1,Truck,153,Wheat
2017-10-22,Farm A,Silo 1,Truck,196,Wheat
2020-12-06,Farm A,Silo 1,Rail,265,Wheat
2019-03-10,Farm B,Silo 1,Truck,316,Wheat
2021-04-25,Farm B,Silo 1,Truck,114,Wheat
2020-03-08,Farm C,Silo 2,Rail,101,Wheat
2018-04-01,Farm B,Silo 3,Truck,427,Wheat
2019-04-14,Farm B,Silo 1,Rail,272,Wheat
2018-08-05,Farm A,Silo 1,Rail,222,Wheat
2022-03-13,Farm A,Silo 3,Rail,72,Wheat
2022-09-11,Farm C,Silo 1,Rail,457,Wheat
2022-03-13,Farm A,Silo 1,Rail,253,Wheat
2018-12-02,Farm B,Silo 2,Rail,418,Wheat
2022-03-06,Farm A,Silo 2,Rail,122,Wheat
2019-01-20,Farm A,Silo 2,Truck,417,Wheat
2018-07-15,Farm B,Silo 3,Truck,391,Wheat
2017-05-14,Farm C,Silo 2,Rail,218,Wheat
2022-01-16,Farm C,Silo 2,Rail,106,Wheat
2019-03-10,Farm B,Silo 2,Truck,124,Wheat
2019-05-12,Farm C,Silo 3,Rail,354,Wheat
2017-09-24,Farm A,Silo 2,Truck,74,Wheat
2018-04-01,Farm C,Silo 1,Truck,390,Wheat
2020-04-05,Farm B,Silo 3,Truck,405,Wheat
2020-11-29,Farm C,Silo 3,Rail,497,Wheat
2022-09-18,Farm A,Silo 1,Rail,490,Wheat
2020-08-23,Farm B,Silo 1,Truck,396,Wheat
2021-07-18,Farm B,Silo 2,Rail,487,Wheat
2018-08-19,Farm B,Silo 2,Rail,196,Wheat
2017-10-08,Farm A,Silo 2,Rail,174,Wheat
2020-09-06,Farm A,Silo 3,Truck,428,Wheat
2021-01-03,Farm B,Silo 2,Rail,468,Wheat
2017-10-08,Farm B,Silo 3,Truck,410,Wheat
2018-06-03,Farm A,Silo 1,Truck,208,Wheat
2018-10-28,Farm C,Silo 2,Truck,479,Wheat
2022-12-18,Farm B,Silo 2,Truck,236,Wheat
2017-10-22,Farm B,Silo 2,Rail,306,Wheat
2020-08-02,Farm B,Silo 3,Truck,199,Wheat
2022-11-13,Farm B,Silo 2,Truck,471,Wheat
2019-03-17,Farm C,Silo 3,Truck,50,Wheat
2022-02-20,Farm A,Silo 2,Truck,136,Wheat
2021-07-04,Farm A,Silo 3,Rail,406,Wheat
2017-04-23,Farm A,Silo 3,Rail,176,Wheat
